ID,name,community,primary_house,community_dominant_house,agrees_with_community
Black_Knife,Black Knife,5,Three-eyed_crow,Night's_Watch,False
Blackshield,Blackshield,7,House_Mullendore,House_Targaryen,False
Lord_Blacktyde,Lord Blacktyde,8,House_Blacktyde,House_Greyjoy,False
Lord_Blackwood_(Aerys_II),Lord Blackwood (Aerys II),13,House_Blackwood,House_Frey,False
Blane,Blane,5,Night's_Watch,Night's_Watch,True
Blind_Lord,Blind Lord,8,House_Flint_of_Flint's_Finger,House_Greyjoy,False
Blood_(the_butcher),Blood (the butcher),2,City_Watch_of_King's_Landing,House_Stark,False
Bloodbeard,Bloodbeard,7,Company_of_the_Cat,House_Targaryen,False
Bluetooth,Bluetooth,8,House_Greyjoy,House_Greyjoy,True
Bobono,Bobono,13,Gate_(playhouse),House_Frey,False
Bodger,Bodger,5,Mance_Rayder,Night's_Watch,False
Bokkoko,Bokkoko,0,Second_Sons,House_Martell,False
Bonifer_Hasty,Bonifer Hasty,0,House_Hasty,House_Martell,False
Books,Books,7,Windblown,House_Targaryen,False
Borcas,Borcas,5,Night's_Watch,Night's_Watch,True
Boremund_Baratheon,Boremund Baratheon,3,House_Baratheon,House_Targaryen,False
Boremund_Harlaw,Boremund Harlaw,8,House_Harlaw_of_Harridan_Hill,House_Greyjoy,False
Boros_Blount,Boros Blount,0,House_Blount,House_Martell,False
Lord_Borrell_(father_of_Godric),Lord Borrell (father of Godric),5,House_Borrell,Night's_Watch,False
Borroq,Borroq,5,Mance_Rayder,Night's_Watch,False
Borros_Baratheon,Borros Baratheon,2,House_Baratheon,House_Stark,False
Bors,Bors,0,House_Martell,House_Martell,True
Borys_Baratheon,Borys Baratheon,3,House_Baratheon,House_Targaryen,False
Bowen_Marsh,Bowen Marsh,5,House_Marsh,Night's_Watch,False
Boy,Boy,13,Brotherhood_without_banners,House_Frey,False
Lady_Bracken,Lady Bracken,13,House_Bracken,House_Frey,False
Lord_Bracken,Lord Bracken,14,House_Bracken,House_Targaryen,False
Lord_Bracken_(father_of_Otho),Lord Bracken (father of Otho),14,House_Bracken,House_Targaryen,False
Lord_Bracken_(Aerys_II),Lord Bracken (Aerys II),13,House_Bracken,House_Frey,False
Bramm_of_Blackhull,Bramm of Blackhull,3,,House_Targaryen,False
Branda_Stark,Branda Stark,12,House_Stark,House_Baratheon_of_Dragonstone,False
Brandon_of_the_Bloody_Blade,Brandon of the Bloody Blade,4,,Citadel,False
Brandon_Norrey,Brandon Norrey,5,House_Norrey,Night's_Watch,False
Brandon_Norrey_(son_of_Brandon),Brandon Norrey,5,House_Norrey,Night's_Watch,False
Brandon_Snow,Brandon Snow,3,House_Stark,House_Targaryen,False
Brandon_the_Builder,Brandon the Builder,4,,Citadel,False
Brandon_Stark_(son_of_Bran_the_Builder),Brandon Stark,4,House_Stark,Citadel,False
Brandon_Stark_(Breaker),Brandon Stark,5,,Night's_Watch,False
Brandon_Stark_(Shipwright),Brandon Stark,5,,Night's_Watch,False
Brandon_Stark_(Burner),Brandon Stark,13,,House_Frey,False
Brandon_Stark_(the_Boisterous),Brandon Stark,2,House_Stark,House_Stark,True
Brandon_Stark_(the_daughterless),Brandon Stark,5,House_Stark,Night's_Watch,False
Brandon_Stark_(father_of_Walton),Brandon Stark,3,House_Stark,House_Targaryen,False
Brandon_Stark_(son_of_Bennard),Brandon Stark,2,House_Stark,House_Stark,True
Brandon_Stark_(son_of_Cregan),Brandon Stark,14,House_Stark,House_Targaryen,False
Brandon_Stark_(son_of_Willam),Brandon Stark,12,House_Stark,House_Baratheon_of_Dragonstone,False
Brandon_Stark,Brandon Stark,5,House_Stark,Night's_Watch,False
Bran_Stark,Brandon Stark,5,House_Stark,Night's_Watch,False
Brandon_Tallhart,Brandon Tallhart,5,House_Tallhart,Night's_Watch,False
Brass-seller,Brass-seller,7,,House_Targaryen,False
Braxton_Beesbury,Braxton Beesbury,3,House_Beesbury,House_Targaryen,False
Brea,Brea,13,,House_Frey,False
Brella,Brella,0,House_Baratheon,House_Martell,False
Brendel_Byrne,Brendel Byrne,7,Golden_Company,House_Targaryen,False
Brenett,Brenett,13,Citadel,House_Frey,False
Briar,Briar,5,,Night's_Watch,False
Brienne_Tarth,Brienne Tarth,0,House_Tarth,House_Martell,False
Briony,Briony,14,,House_Targaryen,False
Brogg,Brogg,5,Mance_Rayder,Night's_Watch,False
Broken_Nose,Broken Nose,13,City_Watch_of_King's_Landing,House_Frey,False
Bronn,Bronn,0,House_Lannister,House_Martell,False
Brus_Buckler,Brus Buckler,12,House_Buckler,House_Baratheon_of_Dragonstone,False
Brusco,Brusco,13,,House_Frey,False
Big_Brusco,Big Brusco,13,Gate_(playhouse),House_Frey,False
Brute,Brute,8,,House_Greyjoy,False
Bryan_Fossoway,Bryan Fossoway,12,House_Fossoway_of_Cider_Hall,House_Baratheon_of_Dragonstone,False
Bryce_Caron,Bryce Caron,12,House_Caron,House_Baratheon_of_Dragonstone,False
Bryen,Bryen,0,House_Baelish,House_Martell,False
Bryen_Caron,Bryen Caron,12,House_Caron,House_Baratheon_of_Dragonstone,False
Bryen_Farring,Bryen Farring,12,House_Farring,House_Baratheon_of_Dragonstone,False
Bryndemere_Tarth,Bryndemere Tarth,2,House_Tarth,House_Stark,False
Brynden_Rivers,Brynden Rivers,14,House_Targaryen,House_Targaryen,True
Brynden_Tully,Brynden Tully,13,House_Tully,House_Frey,False
Bryndon_Hightower,Bryndon Hightower,2,House_Hightower,House_Stark,False
Lady_Buckler,Lady Buckler,2,House_Buckler,House_Stark,False
Lord_Buckler,Lord Buckler,2,House_Buckler,House_Stark,False
Buford_Bulwer,Buford Bulwer,14,House_Bulwer,House_Targaryen,False
Lady_Bulwer's_brother,Lady Bulwer's brother,0,House_Bulwer,House_Martell,False
Bump,Bump,5,,Night's_Watch,False
Burton_Crakehall,Burton Crakehall,13,House_Crakehall,House_Frey,False
Burton_Humble,Burton Humble,8,House_Humble,House_Greyjoy,False
Butterbumps,Butterbumps,0,House_Tyrell,House_Martell,False
Butterwell_(Hand_of_the_King),Butterwell (Hand of the King),12,House_Butterwell,House_Baratheon_of_Dragonstone,False
Lord_Butterwell,Lord Butterwell,2,House_Butterwell,House_Stark,False
Buu,Buu,13,,House_Frey,False
Byam_Flint,Byam Flint,5,House_Flint,Night's_Watch,False
Byan_Votyris,Byan Votyris,7,,House_Targaryen,False
Byren_Flowers,Byren Flowers,14,,House_Targaryen,False
Byron_Swann,Byron Swann,2,House_Swann,House_Stark,False
Byron_the_Beautiful,Byron the Beautiful,0,House_Baelish,House_Martell,False
Bywin_Strong,Bywin Strong,3,House_Strong,House_Targaryen,False
Cadwyl,Cadwyl,5,House_Greyjoy,Night's_Watch,False
Cadwyn,Cadwyn,13,House_Lannister,House_Frey,False
Lord_Cafferen,Lord Cafferen,5,House_Cafferen,Night's_Watch,False
Caggo,Caggo,7,Windblown,House_Targaryen,False
Caleotte,Caleotte,0,Citadel,House_Martell,False
Calla_Blackfyre,Calla Blackfyre,14,House_Blackfyre,House_Targaryen,False
Calon,Calon,5,House_Stark,Night's_Watch,False
Camarron_of_the_Count,Camarron of the Count,7,House_of_Loraq,House_Targaryen,False
Cameron_Tarth,Cameron Tarth,3,House_Tarth,House_Targaryen,False
Captain's_sister,Captain's sister,14,,House_Targaryen,False
Captain_of_the_Myraham,Captain of the Myraham,13,,House_Frey,False
Captain_of_the_Prince_Aemon,Captain of the Prince Aemon,0,House_Baratheon_of_King's_Landing,House_Martell,False
Captain_of_the_River_Arrow,Captain of the River Arrow,0,House_Baratheon_of_King's_Landing,House_Martell,False
Captain_of_the_Selaesori_Qhoran,Captain of the Selaesori Qhoran,7,,House_Targaryen,False
Captain_of_the_Wildwind,Captain of the Wildwind,0,House_Baratheon_of_King's_Landing,House_Martell,False
Carellen_Smallwood,Carellen Smallwood,13,House_Smallwood,House_Frey,False
Carrot,Carrot,5,House_Royce_of_the_Gates_of_the_Moon,Night's_Watch,False
Casper_Straw,Casper Straw,3,House_Straw,House_Targaryen,False
Casper_Wylde,Casper Wylde,7,House_Wylde,House_Targaryen,False
Caspor_Hill,Caspor Hill,7,Golden_Company,House_Targaryen,False
Cass,Cass,13,Peach,House_Frey,False
Cassana_Estermont,Cassana Estermont,12,House_Estermont,House_Baratheon_of_Dragonstone,False
Cassandra_Baratheon,Cassandra Baratheon,2,House_Baratheon,House_Stark,False
Cassella_Vaith,Cassella Vaith,14,House_Vaith,House_Targaryen,False
Cassella_Staunton,Cassella Staunton,3,House_Staunton,House_Targaryen,False
Casso_Mogat,Casso Mogat,12,,House_Baratheon_of_Dragonstone,False
Lady_Caswell,Lady Caswell,2,House_Caswell,House_Stark,False
Lord_Caswell,Lord Caswell,7,House_Caswell,House_Targaryen,False
Lord_Caswell_(Dance),Lord Caswell (Dance),2,House_Caswell,House_Stark,False
Catelyn_Bracken,Catelyn Bracken,0,House_Bracken,House_Martell,False
Catelyn_Stark,Catelyn Stark,13,House_Tully,House_Frey,False
Catspaw,Catspaw,5,,Night's_Watch,False
Cayn,Cayn,5,House_Stark,Night's_Watch,False
Cedra,Cedra,0,House_Martell,House_Martell,True
Cedric_Payne,Cedric Payne,0,House_Payne,House_Martell,False
Cedrik_Storm,Cedrik Storm,7,House_Buckler,House_Targaryen,False
Celia_Tully,Celia Tully,7,House_Tully,House_Targaryen,False
Cellador,Cellador,5,Night's_Watch,Night's_Watch,True
Cerelle_Lannister_(daughter_of_Tybolt),Cerelle Lannister,14,House_Lannister,House_Targaryen,False
Cerelle_Lannister_(daughter_of_Jason),Cerelle Lannister,2,House_Lannister,House_Stark,False
Cerenna_Lannister,Cerenna Lannister,13,House_Lannister,House_Frey,False
Cerissa_Brax,Cerissa Brax,14,House_Brax,House_Targaryen,False
Cerrick,Cerrick,14,Citadel,House_Targaryen,False
Cersei_Frey,Cersei Frey,13,House_Frey,House_Frey,True
Cersei_Lannister,Cersei Lannister,0,House_Lannister,House_Martell,False
Ceryse_Hightower,Ceryse Hightower,3,House_Hightower,House_Targaryen,False
Chain,Chain,7,Golden_Company,House_Targaryen,False
Lord_Chambers,Lord Chambers,2,House_Chambers,House_Stark,False
Chataya,Chataya,0,Chataya's_brothel,House_Martell,False
Chayle,Chayle,5,Faith_of_the_Seven,Night's_Watch,False
Cheese_(the_rat-catcher),Cheese (the rat-catcher),2,Blacks,House_Stark,False
Chella,Chella,0,Black_Ears,House_Martell,False
Chett,Chett,5,Night's_Watch,Night's_Watch,True
Chezdhar_zo_Rhaezn,Chezdhar zo Rhaezn,7,House_of_Rhaezn,House_Targaryen,False
Chiggen,Chiggen,13,,House_Frey,False
Childer,Childer,4,Citadel,Citadel,True
Chiswyck,Chiswyck,13,House_Clegane,House_Frey,False
Lord_Chyttering_(father_of_Lucos),Lord Chyttering (father of Lucos),12,House_Chyttering,House_Baratheon_of_Dragonstone,False
Cissy,Cissy,5,House_Waynwood,Night's_Watch,False
Clarence_Charlton,Clarence Charlton,14,House_Charlton,House_Targaryen,False
Clarence_Crabb,Clarence Crabb,0,House_Crabb,House_Martell,False
Clarence_Crabb_(Short),Clarence Crabb,0,House_Crabb,House_Martell,False
Clarent_Crakehall,Clarent Crakehall,2,House_Crakehall,House_Stark,False
Clarice_Osgrey,Clarice Osgrey,2,House_Osgrey,House_Stark,False
Clarisse_Dayne,Clarisse Dayne,3,House_Dayne,House_Targaryen,False
Clayton_Suggs,Clayton Suggs,12,House_Suggs,House_Baratheon_of_Dragonstone,False
Clegane_(father_of_Gregor_and_Sandor),Clegane (father of Gregor and Sandor),14,House_Clegane,House_Targaryen,False
Clegane_(founder),Clegane (founder),14,House_Clegane,House_Targaryen,False
Clegg,Clegg,3,Citadel,House_Targaryen,False
Clement,Clement,0,Faith_of_the_Seven,House_Martell,False
Clement_Celtigar,Clement Celtigar,2,House_Celtigar,House_Stark,False
Clement_Crabb,Clement Crabb,3,House_Crabb,House_Targaryen,False
Clement_Piper,Clement Piper,13,House_Piper,House_Frey,False
Cleon,Cleon,7,,House_Targaryen,False
Cleon_the_Second,Cleon the Second,7,,House_Targaryen,False
Cleos_Frey,Cleos Frey,13,House_Frey,House_Frey,True
Cletus_Yronwood,Cletus Yronwood,7,House_Yronwood,House_Targaryen,False
Cley_Cerwyn,Cley Cerwyn,5,House_Cerwyn,Night's_Watch,False
Cleyton_Caswell,Cleyton Caswell,14,House_Caswell,House_Targaryen,False
Clifford_Swann,Clifford Swann,0,House_Swann,House_Martell,False
Clubfoot_Karl,Clubfoot Karl,5,Night's_Watch,Night's_Watch,True
Clydas,Clydas,5,Night's_Watch,Night's_Watch,True
Coals,Coals,5,Three-eyed_crow,Night's_Watch,False
Cohollo,Cohollo,7,Khal,House_Targaryen,False
Coldhands,Coldhands,5,Night's_Watch,Night's_Watch,True
Colemon,Colemon,5,Citadel,Night's_Watch,False
Colen_of_Greenpools,Colen of Greenpools,0,House_Baratheon,House_Martell,False
Colin_Florent,Colin Florent,12,House_Florent,House_Baratheon_of_Dragonstone,False
Collio_Quaynis,Collio Quaynis,0,,House_Martell,False
Conn,Conn,0,Stone_Crows,House_Martell,False
Conwy,Conwy,5,Night's_Watch,Night's_Watch,True
Lady_Corbray,Lady Corbray,0,House_Corbray,House_Martell,False
Lord_Corbray_(father_of_Lyonel),Lord Corbray (father of Lyonel),7,House_Corbray,House_Targaryen,False
Corliss_Penny,Corliss Penny,5,House_Penny,Night's_Watch,False
Corlos,Corlos,14,House_Casterly,House_Targaryen,False
Corlys_Velaryon,Corlys Velaryon,2,House_Velaryon,House_Stark,False
Corlys_Velaryon_(son_of_Daemon),Corlys Velaryon,3,House_Velaryon,House_Targaryen,False
Corsair_king,Corsair king,7,,House_Targaryen,False
Cortnay_Penrose,Cortnay Penrose,12,House_Penrose,House_Baratheon_of_Dragonstone,False
Corwyn_Corbray,Corwyn Corbray,2,House_Corbray,House_Stark,False
Corwyn_Velaryon,Corwyn Velaryon,3,House_Velaryon,House_Targaryen,False
Coryanne_Martell,Coryanne Martell,2,House_Martell,House_Stark,False
Coryanne_Wylde,Coryanne Wylde,3,House_Wylde,House_Targaryen,False
Cosgrove,Cosgrove,14,House_Butterwell,House_Targaryen,False
Cossomo,Cossomo,13,,House_Frey,False
Lord_Costayne_(Daeron_II),Lord Costayne (Daeron II),14,House_Costayne,House_Targaryen,False
Lord_Costayne_(Aerys_I),Lord Costayne (Aerys I),14,House_Costayne,House_Targaryen,False
Cotter_Pyke,Cotter Pyke,5,Night's_Watch,Night's_Watch,True
Courtenay_Greenhill,Courtenay Greenhill,0,House_Greenhill,House_Martell,False
Crackbones,Crackbones,0,,House_Martell,False
Craghas_Drahar,Craghas Drahar,2,Triarchy,House_Stark,False
Cragorn,Cragorn,8,House_Greyjoy,House_Greyjoy,True
Craster,Craster,5,Free_Folk,Night's_Watch,False
Crawn,Crawn,0,Moon_Brothers,House_Martell,False
Cregan_Karstark,Cregan Karstark,5,House_Karstark,Night's_Watch,False
Cregan_Stark,Cregan Stark,2,House_Stark,House_Stark,True
Cregard_Stark,Cregard Stark,2,House_Stark,House_Stark,True
Creighton_Longbough,Creighton Longbough,0,,House_Martell,False
Cressen,Cressen,12,Citadel,House_Baratheon_of_Dragonstone,False
Lord_Cressey,Lord Cressey,2,House_Cressey,House_Stark,False
Crey,Crey,3,Citadel,House_Targaryen,False
Crispian_Celtigar,Crispian Celtigar,3,House_Celtigar,House_Targaryen,False
Criston_Cole,Criston Cole,2,House_Cole,House_Stark,False
Cromm,Cromm,8,House_Greyjoy,House_Greyjoy,True
Cuger,Cuger,5,Night's_Watch,Night's_Watch,True
Culiper,Culiper,3,Citadel,House_Targaryen,False
Cutjack,Cutjack,13,,House_Frey,False
Cyrelle_Tarbeck,Cyrelle Tarbeck,14,House_Tarbeck,House_Targaryen,False
Cyrenna_Swann,Cyrenna Swann,13,House_Swann,House_Frey,False
Daario_Naharis,Daario Naharis,7,Stormcrows,House_Targaryen,False
Dacey_Mormont,Dacey Mormont,13,House_Mormont,House_Frey,False
Dacks,Dacks,5,House_Redfort,Night's_Watch,False
Daella_Targaryen_(daughter_of_Jaehaerys_I),Daella Targaryen,3,House_Targaryen,House_Targaryen,True
Daella_Targaryen_(daughter_of_Maekar_I),Daella Targaryen,14,House_Targaryen,House_Targaryen,True
Daemion_Velaryon,Daemion Velaryon,2,House_Velaryon,House_Stark,False
Daemion_Targaryen,Daemion Targaryen,3,House_Targaryen,House_Targaryen,True
Daemon_I_Blackfyre,Daemon I Blackfyre,14,House_Blackfyre,House_Targaryen,False
Daemon_II_Blackfyre,Daemon II Blackfyre,14,House_Blackfyre,House_Targaryen,False
Daemon_III_Blackfyre,Daemon III Blackfyre,14,House_Blackfyre,House_Targaryen,False
Daemon_Blackfyre_(cousin_of_Maelys_I),Daemon Blackfyre,7,House_Blackfyre,House_Targaryen,False
Daemon_Sand,Daemon Sand,0,House_Allyrion,House_Martell,False
Daemon_Targaryen,Daemon Targaryen,2,House_Targaryen,House_Stark,False
Daemon_Velaryon,Daemon Velaryon,3,House_Velaryon,House_Targaryen,False
Daemon_Velaryon_(son_of_Aethan),Daemon Velaryon,3,House_Velaryon,House_Targaryen,False
Daena_(mummer),Daena,13,Gate_(playhouse),House_Frey,False
Daena_Targaryen,Daena Targaryen,14,House_Targaryen,House_Targaryen,True
Daenaera_Velaryon,Daenaera Velaryon,2,House_Velaryon,House_Stark,False
Daenerys_Targaryen_(daughter_of_Jaehaerys_I),Daenerys Targaryen,3,House_Targaryen,House_Targaryen,True
Daenerys_Targaryen_(daughter_of_Aegon_IV),Daenerys Targaryen,0,House_Targaryen,House_Martell,False
Daenerys_Targaryen,Daenerys Targaryen,7,House_Targaryen,House_Targaryen,True
Daenora_Targaryen,Daenora Targaryen,14,House_Targaryen,House_Targaryen,True
Daeron_I_Targaryen,Daeron I Targaryen,14,House_Targaryen,House_Targaryen,True
Daeron_II_Targaryen,Daeron II Targaryen,14,House_Targaryen,House_Targaryen,True
Daeron_Targaryen_(son_of_Viserys_I),Daeron Targaryen,2,House_Targaryen,House_Stark,False
Daeron_Targaryen_(son_of_Maekar_I),Daeron Targaryen,14,House_Targaryen,House_Targaryen,True
Daeron_Targaryen_(son_of_Aegon_V),Daeron Targaryen,7,House_Targaryen,House_Targaryen,True
Daeron_Targaryen_(son_of_Aerys_II),Daeron Targaryen,7,House_Targaryen,House_Targaryen,True
Daeron_Vaith,Daeron Vaith,0,House_Vaith,House_Martell,False
Daeron_Velaryon,Daeron Velaryon,2,House_Velaryon,House_Stark,False
Dagmer,Dagmer,5,House_Greyjoy,Night's_Watch,False
Dagon_Codd,Dagon Codd,5,House_Codd,Night's_Watch,False
Dagon_Ironmaker,Dagon Ironmaker,8,House_Ironmaker,House_Greyjoy,False
Dagon_Greyjoy,Dagon Greyjoy,14,House_Greyjoy,House_Targaryen,False
Dagon_Greyjoy_(Drunkard),Dagon Greyjoy,8,House_Greyjoy,House_Greyjoy,True
Dagos_Manwoody,Dagos Manwoody,0,House_Manwoody,House_Martell,False
Dake,Dake,14,House_Osgrey,House_Targaryen,False
Dake_(Guard),Dake,0,House_Lannister,House_Martell,False
Dalbridge,Dalbridge,5,Night's_Watch,Night's_Watch,True
Droopeye_Dale,Dale,8,House_Greyjoy,House_Greyjoy,True
Dale_Drumm,Dale Drumm,8,House_Drumm,House_Greyjoy,False
Dale_Seaworth,Dale Seaworth,12,House_Seaworth,House_Baratheon_of_Dragonstone,False
Dalla,Dalla,5,Mance_Rayder,Night's_Watch,False
Dalla_(Dragonstone),Dalla,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Dalton_Greyjoy,Dalton Greyjoy,2,House_Greyjoy,House_Stark,False
Damion_Lannister,Damion Lannister,0,House_Lannister,House_Martell,False
Damon_Dance-for-Me,Damon,5,House_Bolton,Night's_Watch,False
Damon_Darry,Damon Darry,2,House_Darry,House_Stark,False
Damon_Lannister_(lord),Damon Lannister,14,House_Lannister,House_Targaryen,False
Damon_Lannister_(son_of_Jason),Damon Lannister,14,House_Lannister,House_Targaryen,False
Damon_Marbrand,Damon Marbrand,13,House_Marbrand,House_Frey,False
Damon_Morrigen,Damon Morrigen,3,House_Morrigen,House_Targaryen,False
Damon_Teague,Damon Teague,9,,House_Blackwood,False
Damon_Vypren,Damon Vypren,13,House_Vypren,House_Frey,False
Dan,Dan,5,Mance_Rayder,Night's_Watch,False
Dancy,Dancy,0,Chataya's_brothel,House_Martell,False
Danelle_Lothston,Danelle Lothston,14,House_Lothston,House_Targaryen,False
Dannel,Dannel,5,Night's_Watch,Night's_Watch,True
Danny_Flint,Danny Flint,5,House_Flint,Night's_Watch,False
Danos_Slynt,Danos Slynt,0,House_Slynt,House_Martell,False
Danwell_Frey,Danwell Frey,13,House_Frey,House_Frey,True
Dareon,Dareon,5,Night's_Watch,Night's_Watch,True
Lord_Darklyn_(father_of_Jonquil_Darke),Lord Darklyn (father of Jonquil Darke),3,House_Darklyn,House_Targaryen,False
Darlessa_Marbrand,Darlessa Marbrand,14,House_Marbrand,House_Targaryen,False
Darnold_Darry,Darnold Darry,3,House_Darry,House_Targaryen,False
Darnold_Arryn,Darnold Arryn,3,House_Arryn,House_Targaryen,False
Lord_Darry_(Dance),Lord Darry (Dance),2,House_Darry,House_Stark,False
Lord_Darry_(father_of_Raymun),Lord Darry (father of Raymun),13,House_Darry,House_Frey,False
Daryn_Hornwood,Daryn Hornwood,5,House_Hornwood,Night's_Watch,False
Daughter_of_the_captain_of_the_Myraham,Daughter of the captain of the Myraham,8,,House_Greyjoy,False
Daughter_of_the_Dusk,Daughter of the Dusk,13,,House_Frey,False
Daven_Lannister,Daven Lannister,13,House_Lannister,House_Frey,False
Davos_Baratheon,Davos Baratheon,3,House_Baratheon,House_Targaryen,False
Davos_Darklyn,Davos Darklyn,3,House_Darklyn,House_Targaryen,False
Davos_Dayne,Davos Dayne,10,House_Dayne,Rhoynar,False
Davos_Seaworth,Davos Seaworth,12,House_Seaworth,House_Baratheon_of_Dragonstone,False
Lord_Dayne_(father_of_Edric),Lord Dayne (father of Edric),5,House_Dayne,Night's_Watch,False
Lady_Deddings,Lady Deddings,13,House_Deddings,House_Frey,False
Lord_Deddings,Lord Deddings,13,House_Deddings,House_Frey,False
Del,Del,5,Mance_Rayder,Night's_Watch,False
Delena_Florent,Delena Florent,12,House_Florent,House_Baratheon_of_Dragonstone,False
Dellono,Dellono,13,,House_Frey,False
Delp,Delp,13,House_Tully,House_Frey,False
Demon_of_Darry,Demon of Darry,13,House_Darry,House_Frey,False
Denestan,Denestan,8,Citadel,House_Greyjoy,False
Dennet,Dennet,13,Brotherhood_without_banners,House_Frey,False
Dennis_Plumm,Dennis Plumm,13,House_Plumm,House_Frey,False
Dennis_the_Lame,Dennis the Lame,3,Poor_Fellows,House_Targaryen,False
Dennis_Whitfield,Dennis Whitfield,2,House_Whitfield,House_Stark,False
Denyo_Terys,Denyo Terys,13,,House_Frey,False
Silver_Denys,Denys,3,Blacks,House_Targaryen,False
Denys_Arryn,Denys Arryn,5,House_Arryn,Night's_Watch,False
Denys_Darklyn,Denys Darklyn,7,House_Darklyn,House_Targaryen,False
Denys_Drumm,Denys Drumm,8,House_Drumm,House_Greyjoy,False
Denys_Harte,Denys Harte,2,House_Harte,House_Stark,False
Denys_Mallister,Denys Mallister,5,House_Mallister,Night's_Watch,False
Denys_Snow,Denys Snow,3,House_Dustin,House_Targaryen,False
