ID,year,source,era
Ormond_(knight),299.0,died,ASOIAF main
Ormond_Osgrey,45.0,event:Faith Militant,Targaryen Conquest
Ormond_Westerling,,unknown,Unknown
Ormond_Yronwood,299.0,died,ASOIAF main
Ormund_Baratheon,260.0,died,Late Targaryen
Ormund_III_Durrandon,,unknown,Unknown
Ormund_Hightower,130.0,died,Fire & Blood
Ormund_Wylde,300.0,event:War of the Five Kings,ASOIAF main
Oro_Tendyris,,unknown,Unknown
Orryn_Baratheon,51.0,died,Fire & Blood
Orson_Stone,,unknown,Unknown
Orton_Merryweather,283.0,event:Robert's Rebellion,Robert's Reign
Orwyle,133.0,died,Fire & Blood
Orys_Baratheon,37.0,died,Targaryen Conquest
Osbert_Serry,,unknown,Unknown
Oscar_Tully,131.0,died,Fire & Blood
Osfryd_Kettleblack,,unknown,Unknown
Osgood_Arryn,,unknown,Unknown
Osgood_III_Shett,,unknown,Unknown
Osha,,unknown,Unknown
Osmund_Frey,327.0,born+30,Unknown
Osmund_Kettleblack,,unknown,Unknown
Osmund_Strong,34.0,died,Targaryen Conquest
Osmund_Tyrell,,unknown,Unknown
Osmynd,299.0,died,ASOIAF main
Osney_Kettleblack,,unknown,Unknown
Osric_V_Arryn,,unknown,Unknown
Osric_Stark,,unknown,Unknown
Osric_Umber,226.0,died,Mid-Targaryen
Orphan_Oss,300.0,died,ASOIAF main
Ossifer_Lipps,,unknown,Unknown
Ossifer_Plumm,176.0,died,Fire & Blood
Ossy,,unknown,Unknown
Oswald_Wode,130.0,event:Dance of the Dragons,Fire & Blood
Oswell_I_Arryn,,unknown,Unknown
Oswell_Kettleblack,,unknown,Unknown
Oswell_Whent,283.0,died,Robert's Reign
Oswin_Arryn,,unknown,Unknown
Oswyck,54.0,died,Fire & Blood
Oswyn,,unknown,Unknown
Othell_Yarwyck,,unknown,Unknown
Othgar_Hoare_(Demonlover),,unknown,Unknown
Othgar_Hoare_(the_Soulless),,unknown,Unknown
Otho_Bracken,,unknown,Unknown
Otho_II_Hightower,,unknown,Unknown
Othor,298.0,died,ASOIAF main
Otter_Gimpknee,,unknown,Unknown
Otto_Hightower,130.0,died,Fire & Blood
Ottomore,300.0,event:War of the Five Kings,ASOIAF main
Ottyn_Wythers,299.0,died,ASOIAF main
Owain_Bourney,130.0,died,Fire & Blood
Owen_the_Oaf,,unknown,Unknown
Owen_(brother_of_Meribald),260.0,died,Late Targaryen
Owen_(knight),,unknown,Unknown
Owen_Bush,48.0,died,Targaryen Conquest
Owen_Costayne,130.0,died,Fire & Blood
Owen_Fossoway,130.0,died,Fire & Blood
Owen_Inchfield,,unknown,Unknown
Owen_Merryweather,299.0,died,ASOIAF main
Owen_Norrey,299.0,died,ASOIAF main
Oznak_zo_Pahl,299.0,died,ASOIAF main
Paezhar_zo_Myraq,,unknown,Unknown
Palla,,unknown,Unknown
Parmen_Crane,,unknown,Unknown
Parquello_Vaelaros,,unknown,Unknown
Lord_Parren,,unknown,Unknown
Pascal_Dabell,,unknown,Unknown
Patchface,305.0,born+30,ASOIAF main
Pate_(novice),300.0,died,ASOIAF main
Pate_(orphan),300.0,event:War of the Five Kings,ASOIAF main
Pate_(ranger),,unknown,Unknown
Pate_(whipping_boy),321.0,born+30,Unknown
Pate_the_Plowman,,unknown,Unknown
Pate_the_Woodcock,17.0,born+30,Targaryen Conquest
Pate_(Standfast),211.0,born+30,Mid-Targaryen
Pate_of_the_Blue_Fork,299.0,died,ASOIAF main
Pate_of_Fairmarket,,unknown,Unknown
Pate_of_Lancewood,300.0,event:War of the Five Kings,ASOIAF main
Pate_of_Longleaf,130.0,died,Fire & Blood
Pate_of_Mory,300.0,event:War of the Five Kings,ASOIAF main
Pate_of_Shermer's_Grove,300.0,event:War of the Five Kings,ASOIAF main
Pater,44.0,died,Targaryen Conquest
Patrek_Mallister,,unknown,Unknown
Patrek_of_King's_Mountain,300.0,died,ASOIAF main
Patrek_Vance,324.0,born+30,Unknown
Paxter_Redwyne,299.0,born+30,ASOIAF main
Patrice_Hightower,,unknown,Unknown
Patricia_Redwyne,163.0,born+30,Fire & Blood
Lord_Peake_(father_of_Unwin),129.0,died,Fire & Blood
Pearl_Emperor,,unknown,Unknown
Pearse_Caron,,unknown,Unknown
Penny,311.0,born+30,Unknown
Perceon_III_Gardener,,unknown,Unknown
Peremore_Hightower,,unknown,Unknown
Pereno_Pendaerys,135.0,died,Fire & Blood
Perestan,,unknown,Unknown
Perfumed_Hero,,unknown,Unknown
Perianne_Moore,97.0,born+30,Fire & Blood
Perkin_Follard,,unknown,Unknown
Perkin_the_Flea,130.0,event:Dance of the Dragons,Fire & Blood
Perra_Frey,324.0,born+30,Unknown
Perra_Royce,249.0,died,Mid-Targaryen
Perriane_Frey,279.0,born+30,Late Targaryen
Perros_Blackmont,,unknown,Unknown
Lord_Perryn,130.0,event:Dance of the Dragons,Fire & Blood
Perwyn_Frey,308.0,born+30,ASOIAF main
Perwyn_Osgrey,0.0,event:Aegon's Conquest,Pre-Conquest
Peter_Plumm,,unknown,Unknown
Petyr_Baelish,298.0,born+30,ASOIAF main
Petyr_Frey,300.0,died,ASOIAF main
Petyr_Mallister,,unknown,Unknown
Petyr_Piper,130.0,died,Fire & Blood
Petyr_Plumm,,unknown,Unknown
Phario_Forel,,unknown,Unknown
Philip_Foote,,unknown,Unknown
Philip_Plumm,,unknown,Unknown
Pia,308.0,born+30,ASOIAF main
Pilman,,unknown,Unknown
Pimply_squire,300.0,died,ASOIAF main
Pinchbottom_Pate,209.0,died,Mid-Targaryen
Lady_Piper_(wife_of_Quellon_Greyjoy),283.0,died,Robert's Reign
Pisswater_prince,283.0,died,Robert's Reign
Plague_face,,unknown,Unknown
Plummer,,unknown,Unknown
Podrick_Payne,316.0,born+30,Unknown
Poetess,,unknown,Unknown
Pol,,unknown,Unknown
Pol_Qo,,unknown,Unknown
Pollitor,,unknown,Unknown
Polliver,300.0,died,ASOIAF main
Pono,,unknown,Unknown
Porridge,,unknown,Unknown
Porther,298.0,died,ASOIAF main
Portifer_Woodwright,,unknown,Unknown
Poul_Pemford,299.0,died,ASOIAF main
Poxy_Tym,299.0,died,ASOIAF main
Praed,299.0,died,ASOIAF main
Prendahl_na_Ghezn,299.0,died,ASOIAF main
Prendos,,unknown,Unknown
Prentys_Tully,59.0,died,Fire & Blood
Preston_Greenfield,299.0,died,ASOIAF main
Priscella_Hogg,,unknown,Unknown
Prudence_Celtigar,64.0,born+30,Fire & Blood
Prunella_Celtigar,64.0,born+30,Fire & Blood
Puckens,,unknown,Unknown
Pudding,,unknown,Unknown
Puddingfoot,,unknown,Unknown
Pyat_Pree,,unknown,Unknown
Pycelle,300.0,died,ASOIAF main
Pycelle's_serving_girl,,unknown,Unknown
Pyg,300.0,died,ASOIAF main
Pykewood_Peake,,unknown,Unknown
Pylos,303.0,born+30,ASOIAF main
Pynto,,unknown,Unknown
Pypar,,unknown,Unknown
Pytho_Malanon,,unknown,Unknown
Qalen,299.0,died,ASOIAF main
Qano,,unknown,Unknown
Qarl_the_Maid,,unknown,Unknown
Qarl_the_Thrall,,unknown,Unknown
Qarl_Corbray,59.0,died,Fire & Blood
Qarl_Correy,120.0,died,Fire & Blood
Qarl_Kenning,,unknown,Unknown
Qarl_Quickaxe,,unknown,Unknown
Qarl_Shepherd,,unknown,Unknown
Qarlon,,unknown,Unknown
Qarlton_Chelsted,283.0,died,Robert's Reign
Qarlton_II_Durrandon,,unknown,Unknown
Qarlton_III_Durrandon,,unknown,Unknown
Qarro_Volentin,,unknown,Unknown
Qavo_Nogarys,,unknown,Unknown
Qezza_Galare,,unknown,Unknown
Qhored_I_Hoare,,unknown,Unknown
Qhorin_Halfhand,299.0,died,ASOIAF main
Qhorin_Volmark,2.0,died,Targaryen Conquest
Qhorwyn_Hoare,,unknown,Unknown
Qoren_Martell,132.0,died,Fire & Blood
Lord_Commander_Qorgyle,288.0,died,Robert's Reign
Qos,,unknown,Unknown
Qotho,299.0,died,ASOIAF main
Quaithe,,unknown,Unknown
Quaro,299.0,died,ASOIAF main
Queen_o'_whores,,unknown,Unknown
Queen_Whore,300.0,died,ASOIAF main
Quellon_Botley,,unknown,Unknown
Quellon_Greyjoy,283.0,died,Robert's Reign
Quellon_Humble,,unknown,Unknown
Quence,,unknown,Unknown
Quenn,,unknown,Unknown
Quent,,unknown,Unknown
Quenten_Banefort,,unknown,Unknown
Quentin_Tyrell,282.0,died,Late Targaryen
Quenton_Corbray,,unknown,Unknown
Quenton_Greyjoy,291.0,born+30,Robert's Reign
Quenton_Greyjoy_(cousin),300.0,died,ASOIAF main
Quenton_Hightower,232.0,died,Mid-Targaryen
Quenton_Qoherys,9.0,died,Targaryen Conquest
Quentyn_Ball,196.0,died,Fire & Blood
Quentyn_Blackwood,206.0,died,Mid-Targaryen
Quentyn_Martell,300.0,died,ASOIAF main
Quentyn_Qorgyle,,unknown,Unknown
Quhuru_Mo,,unknown,Unknown
Quickfinger,196.0,event:Blackfyre Rebellion,Fire & Blood
Quill,,unknown,Unknown
Quillion,,unknown,Unknown
Quince,,unknown,Unknown
Quincy_Cox,,unknown,Unknown
Quort,299.0,died,ASOIAF main
Qyburn,247.0,born+30,Mid-Targaryen
Qyle,299.0,died,ASOIAF main
Qyle_Corbray,,unknown,Unknown
Qyle_Martell,162.0,born+30,Fire & Blood
Racallio_Ryndoon,,unknown,Unknown
Rafe,,unknown,Unknown
Rafford,300.0,died,ASOIAF main
Ragnor_Pyke,,unknown,Unknown
Ragwyle,,unknown,Unknown
Rainbow_Knight,,unknown,Unknown
Rakharo,,unknown,Unknown
Ralf_(Limper),,unknown,Unknown
Ralf_(Lordsport),,unknown,Unknown
Ralf_(Shepherd),,unknown,Unknown
Ragged_Ralf,,unknown,Unknown
Ralf_Kenning,300.0,died,ASOIAF main
Ralf_Stonehouse,,unknown,Unknown
Ralph_Buckler,,unknown,Unknown
Ramsay_Snow,312.0,born+30,Unknown
Randa,298.0,died,ASOIAF main
Randor_the_Exile,,unknown,Unknown
Randyll_Tarly,283.0,event:Robert's Rebellion,Robert's Reign
Rast,299.0,died,ASOIAF main
Rat_Cook,,unknown,Unknown
"The_Rat,_the_Hawk,_and_the_Pig",,unknown,Unknown
Rattleshirt,300.0,died,ASOIAF main
Ravella_Swann,300.0,event:War of the Five Kings,ASOIAF main
Ravos_Hoare,,unknown,Unknown
Rawney,,unknown,Unknown
Raya_Stark,194.0,born+30,Fire & Blood
Rayford_Rosby,42.0,died,Targaryen Conquest
Raylon_Rivers,130.0,event:Dance of the Dragons,Fire & Blood
Raymar_Royce,0.0,event:Aegon's Conquest,Pre-Conquest
Raymond_Nayland,,unknown,Unknown
Raymond_Rychard,,unknown,Unknown
Raymont_Baratheon,48.0,died,Targaryen Conquest
Raymun_Redbeard,226.0,died,Mid-Targaryen
Raymun_Darry,298.0,died,ASOIAF main
Raymun_Fossoway,,unknown,Unknown
Raymund_Connington,,unknown,Unknown
Raymund_Frey,294.0,born+30,Robert's Reign
Raymund_Mallery,50.0,died,Fire & Blood
Raymund_Tyrell,,unknown,Unknown
Raynald_Westerling,299.0,died,ASOIAF main
Raynard,,unknown,Unknown
Raynard_Ruttiger,,unknown,Unknown
Raynard_Ruskyn,,unknown,Unknown
Red_Flea,,unknown,Unknown
Red_Lamb,315.0,born+30,Unknown
Red_Oarsman,,unknown,Unknown
Red_Raven_(free_folk),,unknown,Unknown
Red_Rolfe,299.0,died,ASOIAF main
Redtusk,196.0,event:Blackfyre Rebellion,Fire & Blood
Redwyn,,unknown,Unknown
Lord_Redwyne,130.0,event:Dance of the Dragons,Fire & Blood
Reek,299.0,died,ASOIAF main
Regenard_Estren,,unknown,Unknown
Regis_Groves,132.0,died,Fire & Blood
Regnar_Drumm,,unknown,Unknown
Rego_Draz,59.0,died,Fire & Blood
Renfred_Rykker,,unknown,Unknown
Renly_Baratheon,299.0,died,ASOIAF main
Renly_Norcross,326.0,born+30,Unknown
Rennifer_Crabb,130.0,event:Dance of the Dragons,Fire & Blood
Rennifer_Longwaters,,unknown,Unknown
Reynard_Reyne,261.0,died,Late Targaryen
Reynard_Webber,,unknown,Unknown
Lord_Reyne,130.0,died,Fire & Blood
Reysen,,unknown,Unknown
Reznak_mo_Reznak,,unknown,Unknown
Rhae_Targaryen,239.0,born+30,Mid-Targaryen
Rhaegar_Frey,300.0,died,ASOIAF main
Rhaegar_Targaryen,283.0,died,Robert's Reign
Rhaegel_Targaryen,215.0,died,Mid-Targaryen
Rhaego,299.0,died,ASOIAF main
Rhaella_Targaryen,284.0,died,Robert's Reign
Rhaella_Targaryen_(daughter_of_Aegon),73.0,died,Fire & Blood
Rhaelle_Targaryen,246.0,died,Mid-Targaryen
Rhaena_Targaryen_(daughter_of_Aenys_I),73.0,died,Fire & Blood
Rhaena_Targaryen_(daughter_of_Daemon),146.0,born+30,Fire & Blood
Rhaena_Targaryen_(daughter_of_Aegon_III),171.0,died,Fire & Blood
Rhaenyra_Targaryen,130.0,died,Fire & Blood
Rhaenys_Targaryen,10.0,died,Targaryen Conquest
Rhaenys_Targaryen_(daughter_of_Aemon),129.0,died,Fire & Blood
Rhaenys_Targaryen_(daughter_of_Rhaegar),283.0,died,Robert's Reign
Rhea_Florent,,unknown,Unknown
Rhea_Royce,115.0,died,Fire & Blood
Rhialta_Vance,,unknown,Unknown
Rhodry,,unknown,Unknown
Rhogar_Velaryon,132.0,died,Fire & Blood
Rhogoro,,unknown,Unknown
Rhonda_Rowan,,unknown,Unknown
Ricasso,,unknown,Unknown
Richard_Farrow,299.0,died,ASOIAF main
Richard_Horpe,,unknown,Unknown
Richard_Lonmouth,283.0,event:Robert's Rebellion,Robert's Reign
Richard_Morrigen,300.0,event:War of the Five Kings,ASOIAF main
Richard_Rodden,130.0,died,Fire & Blood
Richard_Roote,48.0,died,Targaryen Conquest
Rickard_Karstark,299.0,died,ASOIAF main
Rickard_Liddle,,unknown,Unknown
Rickard_Redwyne,70.0,born+30,Fire & Blood
Rickard_Rowan,,unknown,Unknown
Rickard_Ryswell,,unknown,Unknown
Rickard_Stark_(king),,unknown,Unknown
Rickard_Stark,282.0,died,Late Targaryen
Rickard_Thorne,130.0,died,Fire & Blood
Rickard_Tyrell,,unknown,Unknown
Rickard_Wylde,325.0,born+30,Unknown
Rickon_Stark,325.0,born+30,Unknown
Rickon_Stark_(son_of_Benjen),121.0,died,Fire & Blood
Rickon_Stark_(son_of_Cregan),161.0,died,Fire & Blood
Rigney,,unknown,Unknown
Rob,,unknown,Unknown
Rob_the_Starvling,45.0,event:Faith Militant,Targaryen Conquest
Robar_Royce,299.0,died,ASOIAF main
Robar_II_Royce,,unknown,Unknown
Robard_Cerwyn,298.0,died,ASOIAF main
Robb_Reyne,196.0,event:Blackfyre Rebellion,Fire & Blood
Robb_Rivers,130.0,died,Fire & Blood
Robb_Stark,299.0,died,ASOIAF main
Robert_Arryn,322.0,born+30,Unknown
Robert_Ashford,,unknown,Unknown
Robert_I_Baratheon,298.0,died,ASOIAF main
Robert_Blackwood,300.0,died,ASOIAF main
Robert_Blackwood_(209),,unknown,Unknown
Robert_Brax,299.0,died,ASOIAF main
Robert_Brax_(son_of_Flement),320.0,born+30,Unknown
Robert_Darklyn,,unknown,Unknown
Robert_Flowers,,unknown,Unknown
Robert_Frey_(son_of_Rhaegar),316.0,born+30,Unknown
Robert_Frey_(son_of_Raymund),313.0,born+30,Unknown
Robert_Paege,,unknown,Unknown
Robert_Quince,130.0,died,Fire & Blood
Robert_Redwyne,89.0,died,Fire & Blood
Robert_Reyne,233.0,died,Mid-Targaryen
Robert_Rowan,134.0,died,Fire & Blood
Robert_Stone,,unknown,Unknown
Robert_Tyrell,,unknown,Unknown
Robert_Vance,0.0,event:Aegon's Conquest,Pre-Conquest
Robeson,,unknown,Unknown
Robett_Glover,300.0,book_mention,ASOIAF main
Robin,260.0,died,Late Targaryen
Black_Robin,,unknown,Unknown
Robin_(Flea_Bottom),130.0,event:Dance of the Dragons,Fire & Blood
Robin_Arryn,,unknown,Unknown
Robin_Darklyn,48.0,died,Targaryen Conquest
Robin_Flint,299.0,died,ASOIAF main
Robin_Greyjoy,289.0,died,Robert's Reign
Robin_Hill,,unknown,Unknown
Robin_Hollard,277.0,died,Late Targaryen
Robin_Massey,133.0,died,Fire & Blood
Robin_Moreland,,unknown,Unknown
Robin_Peasebury,,unknown,Unknown
Robin_Penrose,227.0,born+30,Mid-Targaryen
Robin_Potter,,unknown,Unknown
Robin_Ryger,270.0,born+30,Late Targaryen
Robyn_Rhysling,,unknown,Unknown
Robin_Shaw,,unknown,Unknown
Robyn_Ryswell,141.0,died,Fire & Blood
Roderick_Blackwood,-400.0,died,Pre-Conquest
Roderick_Dustin,130.0,died,Fire & Blood
Roderick_Stark,0.0,event:Aegon's Conquest,Pre-Conquest
Rodrik_Arryn,97.0,died,Fire & Blood
Rodrik_Cassel,299.0,died,ASOIAF main
Rodrik_Flint,,unknown,Unknown
Rodrik_Freeborn,,unknown,Unknown
Rodrik_Greyjoy_(son_of_Dalton),,unknown,Unknown
Rodrik_Greyjoy,289.0,died,Robert's Reign
Rodrik_Harlaw,,unknown,Unknown
Rodrik_Ryswell,283.0,event:Robert's Rebellion,Robert's Reign
Rodrik_Sparr,,unknown,Unknown
Rodrik_Stark,,unknown,Unknown
Rodrik_Stark_(son_of_Beron),214.0,died,Mid-Targaryen
Rodwell_Stark,212.0,died,Mid-Targaryen
Roelle,,unknown,Unknown
Rogar_Baratheon,62.0,died,Fire & Blood
Rogar_Bolton,,unknown,Unknown
Roger_of_Pennytree,196.0,died,Fire & Blood
Roger_Blackwood,,unknown,Unknown
Roger_Corne,130.0,died,Fire & Blood
Roger_Hogg,300.0,event:War of the Five Kings,ASOIAF main
Roger_Reyne,261.0,died,Late Targaryen
Roger_Ryswell,,unknown,Unknown
Roggerio_Rogare,,unknown,Unknown
Roggo,,unknown,Unknown
Roggon_Rustbeard,,unknown,Unknown
Rogin_Salt-Beard,,unknown,Unknown
Rognar_II_Greyiron,,unknown,Unknown
Rogo,,unknown,Unknown
Rohanne_of_Tyrosh,212.0,died,Mid-Targaryen
Rohanne_Tarbeck,270.0,born+30,Late Targaryen
Rohanne_Webber,230.0,died,Mid-Targaryen
Roland_of_the_Horn,,unknown,Unknown
Roland_I_Arryn,,unknown,Unknown
Roland_II_Arryn,,unknown,Unknown
Roland_Blackwood,,unknown,Unknown
Roland_Crakehall_(Lord),,unknown,Unknown
Roland_Crakehall_(Kingsguard),196.0,event:Blackfyre Rebellion,Fire & Blood
Roland_Darry,131.0,died,Fire & Blood
Roland_Waynwood,311.0,born+30,Unknown
Roland_Westerling,133.0,died,Fire & Blood
Rolder,,unknown,Unknown
Rolfe,,unknown,Unknown
Rolfe_the_Dwarf,300.0,died,ASOIAF main
Rollam_Westerling,320.0,born+30,Unknown
Rolland_Darklyn,,unknown,Unknown
Rolland_Longthorpe,,unknown,Unknown
Rolland_Storm,300.0,event:War of the Five Kings,ASOIAF main
Rolland_Uffering,209.0,died,Mid-Targaryen
Rolley,299.0,died,ASOIAF main
Rollo,,unknown,Unknown
Rolly_Duckfield,310.0,born+30,Unknown
Rolph_Spicer,,unknown,Unknown
Rommo,,unknown,Unknown
Romny_Weaver,,unknown,Unknown
Ronald_Connington,298.0,died,ASOIAF main
Ronald_Storm,316.0,born+30,Unknown
Ronald_Vance,,unknown,Unknown
Ronard_Storm,,unknown,Unknown
Ronel_Rivers,,unknown,Unknown
Ronnal_Baratheon,59.0,died,Fire & Blood
Ronnel_Arryn_(king),37.0,died,Targaryen Conquest
Ronnel_Arryn_(son_of_Jasper),250.0,born+30,Late Targaryen
Ronnel_Harclay,299.0,died,ASOIAF main
Ronnel_Penrose,209.0,died,Mid-Targaryen
Ronnel_Stout,,unknown,Unknown
Ronnel_Vance,43.0,died,Targaryen Conquest
Ronnet_Connington,304.0,born+30,ASOIAF main
Rook,,unknown,Unknown
Roone,316.0,born+30,Unknown
Roone_(maester),,unknown,Unknown
Roose_Bolton,290.0,born+30,Robert's Reign
Roose_Ryswell,,unknown,Unknown
Rorge,300.0,died,ASOIAF main
Roro_Uhoris,,unknown,Unknown
Rory,,unknown,Unknown
Roryn_Drumm,,unknown,Unknown
Rosamund_Ball,51.0,died,Fire & Blood
Rosamund_Darry,163.0,born+30,Fire & Blood
Rosamund_Lannister,320.0,born+30,Unknown
Lord_Rosby,130.0,died,Fire & Blood
Rose_of_Red_Lake,,unknown,Unknown
Rosey,314.0,born+30,Unknown
Rosey_(daughter_of_Aegon_IV),188.0,born+30,Fire & Blood
Roslin_Frey,312.0,born+30,Unknown
Rossart,283.0,died,Robert's Reign
Rowan,300.0,died,ASOIAF main
Rowan_Gold-Tree,,unknown,Unknown
Rowena_Arryn,282.0,died,Late Targaryen
Rowley,,unknown,Unknown
Roy_Connington,93.0,died,Fire & Blood
Royce_Baratheon,161.0,born+30,Fire & Blood
Royce_II_Bolton,,unknown,Unknown
Royce_IV_Bolton,,unknown,Unknown
Royce_Blackwood,,unknown,Unknown
Royce_Caron,133.0,died,Fire & Blood
Royce_Coldwater,,unknown,Unknown
Rudge,,unknown,Unknown
Rue,,unknown,Unknown
Rufus_Leek,,unknown,Unknown
Rugen,,unknown,Unknown
Runceford_Redwyne,,unknown,Unknown
Runcel_Hightower,,unknown,Unknown
Runciter,112.0,died,Fire & Blood
Rupert_Brax,299.0,died,ASOIAF main
Rupert_Crabb,,unknown,Unknown
Rupert_Falwell,42.0,died,Targaryen Conquest
Rus,,unknown,Unknown
Russ_Barleycorn,,unknown,Unknown
Russell_Merryweather,323.0,born+30,Unknown
Russell_Stillman,,unknown,Unknown
Rusty_Flowers,,unknown,Unknown
Lord_Ruthermont,,unknown,Unknown
Ryam,,unknown,Unknown
Ryam_Florent,,unknown,Unknown
Ryam_Redwyne,105.0,died,Fire & Blood
Ryben,,unknown,Unknown
Rycherd_Crane,,unknown,Unknown
Ryella_Frey,324.0,born+30,Unknown
Ryella_Royce,,unknown,Unknown
Ryger_Rivers,,unknown,Unknown
Ryk,,unknown,Unknown
Rylene_Florent,,unknown,Unknown
Ryles,299.0,died,ASOIAF main
Rylona_Rhee,300.0,died,ASOIAF main
Ryman_Frey,300.0,died,ASOIAF main
Rymolf_Stormdrunk,,unknown,Unknown
Rymond_Arryn,54.0,died,Fire & Blood
Rymund_the_Rhymer,,unknown,Unknown
Anvil_Ryn,298.0,died,ASOIAF main
Ryon_Allyrion,294.0,born+30,Robert's Reign
Lord_Ryswell_(Night's_Watch),,unknown,Unknown
Lord_Ryswell's_youngest_son,,unknown,Unknown
S'vrone,,unknown,Unknown
Saathos_the_Wise,,unknown,Unknown
Saathos_Saan,300.0,event:War of the Five Kings,ASOIAF main
Sabitha_Vypren,136.0,died,Fire & Blood
Saera_Targaryen,101.0,died,Fire & Blood
Saffron,,unknown,Unknown
Sailor's_Wife,,unknown,Unknown
Salladhor_Saan,283.0,event:Robert's Rebellion,Robert's Reign
Sallei_Paege,,unknown,Unknown
Sallor_the_Bald,299.0,died,ASOIAF main
Salloreon,299.0,died,ASOIAF main
Sam_Stoops,,unknown,Unknown
Sam_Stoops'_wife,,unknown,Unknown
Sam_Salt,,unknown,Unknown
Samantha_Stokeworth,54.0,died,Fire & Blood
Samantha_Tarly,143.0,died,Fire & Blood
Samarro_Saan,,unknown,Unknown
Samgood_of_Sour_Hill,59.0,died,Fire & Blood
Samwell_Blackwood,129.0,died,Fire & Blood
Samwell_Dayne,,unknown,Unknown
Samwell_Rivers,,unknown,Unknown
Samwell_Spicer,,unknown,Unknown
Samwell_Stokeworth,,unknown,Unknown
Samwell_Stone,,unknown,Unknown
Samwell_Tarly_(lord),,unknown,Unknown
Samwell_Tarly,313.0,born+30,Unknown
Samwyle_Tarly,,unknown,Unknown
Sandeman,,unknown,Unknown
Sandoq_the_Shadow,,unknown,Unknown
Sandor_Clegane,300.0,died,ASOIAF main
Sandor_Frey,317.0,born+30,Unknown
Sansa_Stark,316.0,born+30,Unknown
Sansa_Stark_(daughter_of_Rickon),209.0,died,Mid-Targaryen
Sansara_Tarly,,unknown,Unknown
Sara_Snow,130.0,event:Dance of the Dragons,Fire & Blood
Saranella,,unknown,Unknown
Sarella_Sand,310.0,born+30,Unknown
Sargon_Botley,,unknown,Unknown
Sargoso_Saan,,unknown,Unknown
Sarra_Frey,315.0,born+30,Unknown
Sarra_Stark,192.0,born+30,Fire & Blood
Sarya_Whent,278.0,died,Late Targaryen
Satin,311.0,born+30,Unknown
Sauron_Salt-Tongue,,unknown,Unknown
Sawane_Botley,299.0,died,ASOIAF main
Sawwood,,unknown,Unknown
Scales,,unknown,Unknown
Scar,,unknown,Unknown
Scarb,,unknown,Unknown
Scolera,,unknown,Unknown
Scoro,,unknown,Unknown
Sebastion_Errol,,unknown,Unknown
Sebaston_Farman,,unknown,Unknown
Sedgekins,,unknown,Unknown
Sefton_Staunton,,unknown,Unknown
Selmond_Stackspear,,unknown,Unknown
Selwyn_Tarth,275.0,born+30,Late Targaryen
Selyse_Florent,,unknown,Unknown
Senelle,300.0,died,ASOIAF main
Senerra_She-Snake,,unknown,Unknown
Septon_of_Sallydance,,unknown,Unknown
Ser_Stupid,,unknown,Unknown
Serala,277.0,died,Late Targaryen
Serena_Stark,154.0,died,Fire & Blood
Serenei_of_Lys,184.0,died,Fire & Blood
Serra,,unknown,Unknown
Serra_Frey,315.0,born+30,Unknown
Lord_Serrett,,unknown,Unknown
Serwyn_of_the_Mirror_Shield,,unknown,Unknown
Shadd,,unknown,Unknown
Shadrick,,unknown,Unknown
Shae,300.0,died,ASOIAF main
Shaena_Targaryen,267.0,died,Late Targaryen
Shaera_Targaryen,259.0,died,Late Targaryen
Shagga,,unknown,Unknown
Shagwell,300.0,died,ASOIAF main
Sharako_Lohar,131.0,died,Fire & Blood
Sharis_Footly,130.0,event:Dance of the Dragons,Fire & Blood
Sharna,300.0,event:War of the Five Kings,ASOIAF main
Sharra_Arryn,-7.0,born+30,Pre-Conquest
Sharra_the_Witch_Queen,,unknown,Unknown
Lord_Shawney,196.0,event:Blackfyre Rebellion,Fire & Blood
Shella,,unknown,Unknown
Shella_Whent,299.0,died,ASOIAF main
Shepherd,130.0,died,Fire & Blood
False_Shepherd,133.0,died,Fire & Blood
Shepherd_reborn,,unknown,Unknown
Sherrit,,unknown,Unknown
Shiera_Blackwood,,unknown,Unknown
Shiera_Crakehall,303.0,born+30,ASOIAF main
Shiera_Seastar,211.0,died,Mid-Targaryen
Shierle_Swyft,,unknown,Unknown
Shireen_Baratheon,319.0,born+30,Unknown
Shirei_Frey,322.0,born+30,Unknown
Shitmouth,,unknown,Unknown
Shortear,,unknown,Unknown
Shrike,,unknown,Unknown
Shrouded_Lord,,unknown,Unknown
Shyra,,unknown,Unknown
Shyra_Errol,299.0,died,ASOIAF main
Sigfry_Stonetree,,unknown,Unknown
Sigfryd_Harlaw,,unknown,Unknown
Sigorn,,unknown,Unknown
Sigrin,,unknown,Unknown
Ragged_Silas,45.0,event:Faith Militant,Targaryen Conquest
Silvario_Pendaerys,135.0,died,Fire & Blood
Silver_haired_whore_in_Selhorys,,unknown,Unknown
Simon_Dondarrion,70.0,born+30,Fire & Blood
Simon_Leygood,,unknown,Unknown
Simon_Staunton,,unknown,Unknown
Simon_Staunton_(squire),94.0,born+30,Fire & Blood
Simon_Strong,130.0,died,Fire & Blood
Simon_Toyne,281.0,died,Late Targaryen
Skahaz_mo_Kandaq,,unknown,Unknown
Skinner,,unknown,Unknown
Skittrick,,unknown,Unknown
Skyte,,unknown,Unknown
Lord_Slate,300.0,event:War of the Five Kings,ASOIAF main
Sloey,,unknown,Unknown
Sly_(stableboy),130.0,died,Fire & Blood
Small_Paul,299.0,died,ASOIAF main
