ID,born_raw,died_raw
Rhaenys_Targaryen_(daughter_of_Rhaegar),"280 AC [1] Dragonstone , [2] the crownlands","283 AC [1] Maegor's Holdfast , Red Keep , King's Landing [3]"
Rhea_Florent,,
Rhea_Royce,,115 AC the Vale
Rhialta_Vance,,
Rhodry,,
Rhogar_Velaryon,,or after 132 AC
Rhogoro,,
Rhonda_Rowan,,
Ricasso,,
Richard_Farrow,,299 AC the Battle of the Blackwater
Richard_Horpe,Stormlands [3],
Richard_Lonmouth,,
Richard_Morrigen,,
Richard_Rodden,,130 AC Tumbleton
Richard_Roote,,10 – 48 AC
Rickard_Karstark,Karhold [1],299 AC Riverrun
Rickard_Liddle,,
Rickard_Redwyne,In or before 40 AC [2],
Rickard_Rowan,,
Rickard_Ryswell,,
Rickard_Stark_(king),,
Rickard_Stark,"230 – 250 AC [1] Winterfell , the North [2]","282 AC Great Hall , King's Landing"
Rickard_Thorne,,130 AC Bitterbridge [2]
Rickard_Tyrell,,
Rickard_Wylde,295 AC [1],
Rickon_Stark,"295 AC (age 4) [2] Winterfell , the North [3]",
Rickon_Stark_(son_of_Benjen),In or before 96 AC [2],121 AC [3]
Rickon_Stark_(son_of_Cregan),128 AC [1],157 – 161 AC Sunspear [2]
Rigney,,
Rob,,
Rob_the_Starvling,,
Robar_Royce,277 AC (roughly) [3] Runestone [4],299 AC near Storm's End
Robar_II_Royce,,Giant's Lance
Robard_Cerwyn,or before 287 AC [3],165 – 298 AC [3]
Robb_Reyne,Castamere [1],
Robb_Rivers,the riverlands,130 AC Tumbleton (supposedly)
Robb_Stark,"283 AC [15] Riverrun , the riverlands","299 AC (aged 16) [15] The Twins , the riverlands"
Robert_Arryn,292 AC (age 8) [3],
Robert_Ashford,Ashford [1],
Robert_I_Baratheon,"262 AC Storm's End , the stormlands [11]","298 AC [12] Red Keep , King's Landing"
Robert_Blackwood,292 – 300 AC [1],300 AC Raventree Hall [2]
Robert_Blackwood_(209),,
Robert_Brax,In or before 277 AC [2],299 AC [3] the Red Fork [3]
Robert_Brax_(son_of_Flement),290 AC [1],
Robert_Darklyn,,
Robert_Flowers,,
Robert_Frey_(son_of_Rhaegar),286 AC [1],
Robert_Frey_(son_of_Raymund),283 AC [1],
Robert_Paege,,
Robert_Quince,,130 AC Dragonstone
Robert_Redwyne,In or before 39 AC [1],89 AC [2]
Robert_Reyne,,233 AC Starpike
Robert_Rowan,88 – 119 AC [2],134 AC [1] the Mountains of the Moon [1]
Robert_Stone,,
Robert_Tyrell,,
Robert_Vance,,
Robeson,,
Robett_Glover,Deepwood Motte [1],
Robin,,260 AC Stepstones
Black_Robin,,
Robin_(Flea_Bottom),,
Robin_Arryn,,
Robin_Darklyn,,10 – 48 AC
Robin_Flint,North [2],299 AC the Twins
Robin_Greyjoy,269 – 283 AC [1] Pyke [2],269 – 289 AC [1] Pyke
Robin_Hill,,
Robin_Hollard,,277 AC [1] Duskendale [1]
Robin_Massey,,133 AC [1] King's Landing [1]
Robin_Moreland,,
Robin_Peasebury,,
Robin_Penrose,~ 184 – 197 AC [1],
Robin_Potter,,
Robin_Ryger,238 – 240 AC (roughly) [1],
Robyn_Rhysling,Reach [1],
Robin_Shaw,,
Robyn_Ryswell,or before 209 AC [1],or after 141 AC [1]
Roderick_Blackwood,,~ 400 BC Teats [1]
Roderick_Dustin,,130 AC [1] Tumbleton [1]
Roderick_Stark,,
Rodrik_Arryn,44 AC [3],82 – 97 AC [3]
Rodrik_Cassel,248 AC or before [1] North [2],"299 AC Winterfell , the North"
Rodrik_Flint,,
Rodrik_Freeborn,,
Rodrik_Greyjoy_(son_of_Dalton),,
Rodrik_Greyjoy,267 – 274 AC [1],289 AC Seagard
Rodrik_Harlaw,Harlaw [2],
Rodrik_Ryswell,the Rills [1],
Rodrik_Sparr,,
Rodrik_Stark,,
Rodrik_Stark_(son_of_Beron),190 – 227 AC [1],In or after ~ 214 AC [1]
Rodwell_Stark,152 – 195 AC [2],184 – 212 AC [2]
Roelle,,
Rogar_Baratheon,17 AC [3],62 AC [4] Storm's End [4]
Rogar_Bolton,,
Roger_of_Pennytree,~ 177 – 184 AC [1] Pennytree [2],196 AC the Redgrass Field
Roger_Blackwood,,
Roger_Corne,,130 AC Tumbleton
Roger_Hogg,Sow's Horn [1],
Roger_Reyne,In or before 218 AC [2],261 AC [1] Castamere [1]
Roger_Ryswell,,
Roggerio_Rogare,,
Roggo,,
Roggon_Rustbeard,,
Rogin_Salt-Beard,,
Rognar_II_Greyiron,,
Rogo,,
Rohanne_of_Tyrosh,~ 141 – 172 AC [1],212 AC or after [1]
Rohanne_Tarbeck,240 AC,
Rohanne_Webber,185 AC or 186 AC [2],230 AC or after [3]
Roland_of_the_Horn,,
Roland_I_Arryn,,the Vale
Roland_II_Arryn,,Oldstones
Roland_Blackwood,,
Roland_Crakehall_(Lord),,
Roland_Crakehall_(Kingsguard),Crakehall [1],
Roland_Darry,,131 AC the Kingsroad
Roland_Waynwood,274 – 281 AC [2],
Roland_Westerling,,133 AC [2] King's Landing [2]
Rolder,,
Rolfe,,
Rolfe_the_Dwarf,,300 AC the woods outside Deepwood Motte
Rollam_Westerling,290 AC [1] the Crag [2],
Rolland_Darklyn,,
Rolland_Longthorpe,,
Rolland_Storm,Dornish Marches [3],
Rolland_Uffering,Westeros [1],209 AC or 210 AC
Rolley,Sisterton,299 AC Craster's Keep
Rollo,,
Rolly_Duckfield,In or before 280 AC [2] Bitterbridge [1],
Rolph_Spicer,Westerlands [1],
Rommo,Dothraki Sea [1],
Romny_Weaver,,
Ronald_Connington,In or before 262 AC [2],292 – 298 AC [2]
Ronald_Storm,or after 286 AC [1],
Ronald_Vance,,
Ronard_Storm,,
Ronel_Rivers,,
Ronnal_Baratheon,19 – 25 AC [2],59 AC or 60 AC [3]
Ronnel_Arryn_(king),17 – 2 BC [1],37 AC or shortly after the Eyrie
Ronnel_Arryn_(son_of_Jasper),In or after ~ 220 AC [1],
Ronnel_Harclay,,299 AC (unconfirmed)
Ronnel_Penrose,,188 – 209 AC [2]
Ronnel_Stout,,
Ronnel_Vance,,43 AC the Gods Eye [1]
Ronnet_Connington,274 AC [1] Griffin's Roost [2],
Rook,,
Roone,286 AC [1] Westeros [2],
Roone_(maester),,
Roose_Bolton,or before 260 AC [4] the Dreadfort [5],
Roose_Ryswell,,
Rorge,Westeros [1],300 AC the inn at the crossroads
Roro_Uhoris,,Eastwatch-by-the-sea
Rory,,
Roryn_Drumm,,
Rosamund_Ball,,51 AC Maidenpool
Rosamund_Darry,103 – 133 AC [1],
Rosamund_Lannister,around 290 AC,
Lord_Rosby,,130 AC King's Landing [1]
Rose_of_Red_Lake,,
Rosey,284 AC or 285 AC [1] Oldtown [2],
Rosey_(daughter_of_Aegon_IV),158 AC [1] King's Landing,
Roslin_Frey,282 AC or 283 AC [2] Twins [3],
Rossart,,283 AC King's Landing
Rowan,,300 AC Winterfell
Rowan_Gold-Tree,,
Rowena_Arryn,,In or before 282 AC
Rowley,,
Roy_Connington,67 AC [2],93 AC or 94 AC [2] Essos
Royce_Baratheon,131 AC Storm's End [1],
Royce_II_Bolton,,
Royce_IV_Bolton,,
Royce_Blackwood,,
Royce_Caron,In or before 85 AC [2],In or after 133 AC [2]
Royce_Coldwater,,
Rudge,,
Rue,,
Rufus_Leek,,
Rugen,,
Runceford_Redwyne,,
Runcel_Hightower,,
Runciter,,112 AC
Rupert_Brax,,299 AC [1] Oxcross [1]
Rupert_Crabb,,
Rupert_Falwell,,42 AC the Great Fork of the Blackwater [1]
Rus,,
Russ_Barleycorn,,
Russell_Merryweather,293 AC or 294 AC [1] Longtable [2],
Russell_Stillman,,
Rusty_Flowers,the Reach,
Lord_Ruthermont,,
Ryam,,
Ryam_Florent,,
Ryam_Redwyne,In or before 42 AC [1],"105 AC King's Landing , the crownlands"
Ryben,,
Rycherd_Crane,,
Ryella_Frey,294 AC [1],
Ryella_Royce,,
Ryger_Rivers,,
Ryk,,
Rylene_Florent,,
Ryles,,299 AC beyond the Wall
Rylona_Rhee,,300 AC Meereen
Ryman_Frey,~ 245 – 249 AC [1],300 AC near Fairmarket
Rymolf_Stormdrunk,,
Rymond_Arryn,In or before 32 AC [2],54 AC [1] Mountains of the Moon [1]
Rymund_the_Rhymer,,
Anvil_Ryn,,298 AC or 299 AC Riverlands
Ryon_Allyrion,In or before 264 AC [2],
Lord_Ryswell_(Night's_Watch),,
Lord_Ryswell's_youngest_son,,within the Wall
S'vrone,,
Saathos_the_Wise,,
Saathos_Saan,,
Sabitha_Vypren,,or after 136 AC [2]
Saera_Targaryen,67 AC [1],In or after 101 AC [2]
Saffron,,
Sailor's_Wife,,
Salladhor_Saan,Lys [2],
Sallei_Paege,,
Sallor_the_Bald,,299 AC Yunkai
Salloreon,,299 AC (possibly) King's Landing
Sam_Stoops,Reach [1],
Sam_Stoops'_wife,,
Sam_Salt,,
Samantha_Stokeworth,,54 AC Dragonstone
Samantha_Tarly,112 AC or 113 AC [3],143 AC or after [3]
Samarro_Saan,,
Samgood_of_Sour_Hill,14 BC,59 AC King's Landing
Samwell_Blackwood,In or before 107 AC [2],129 AC the Burning Mill [1]
Samwell_Dayne,,
Samwell_Rivers,,
Samwell_Spicer,,
Samwell_Stokeworth,,
Samwell_Stone,,
Samwell_Tarly_(lord),,
Samwell_Tarly,283 AC [6] Horn Hill [7],
Samwyle_Tarly,,
Sandeman,,
Sandoq_the_Shadow,,
Sandor_Clegane,270 AC or 271 AC [4] Westerlands [5],300 AC (supposedly)
Sandor_Frey,287 AC [1],
Sansa_Stark,"286 AC (age 13) [9] Winterfell , the north",
Sansa_Stark_(daughter_of_Rickon),140 – 161 AC [1],In or before 209 AC [1]
Sansara_Tarly,,
Sara_Snow,,
Saranella,,
Sarella_Sand,280 AC or 281 AC (age 19) [1],
Sargon_Botley,,
Sargoso_Saan,,
Sarra_Frey,285 AC [1],
Sarra_Stark,133 – 162 AC [1],
Sarya_Whent,,269 – 278 AC [1]
Satin,280 – 281 AC [1] Oldtown [2],
Sauron_Salt-Tongue,,
Sawane_Botley,,299 AC Pyke
Sawwood,,
Scales,,
Scar,,
Scarb,,Meereen
Scolera,,
Scoro,,
Sebastion_Errol,,
Sebaston_Farman,,
Sedgekins,,
Sefton_Staunton,Rook's Rest [1],
Selmond_Stackspear,,
Selwyn_Tarth,245 AC or 246 AC [4] Tarth [5],
Selyse_Florent,Brightwater Keep [2],
Senelle,Westeros [1],"300 AC the black cells of the Red Keep , in King's Landing"
Senerra_She-Snake,,
Septon_of_Sallydance,,
Ser_Stupid,,
Serala,Myr [1],277 AC [1] Duskendale [1]
Serena_Stark,141 – 162 AC [2],or after 154 AC [2]
Serenei_of_Lys,~ 126 – 172 AC [2] Lys [1],178 – 184 AC [2] King's Landing [3]
Serra,,Pentos
Serra_Frey,285 AC [1],
Lord_Serrett,,
Serwyn_of_the_Mirror_Shield,,
Shadd,,
Shadrick,Westeros [4],
Shae,280 AC or 281 AC [1] Westeros [2],"300 AC the Tower of the Hand , King's Landing"
Shaena_Targaryen,267 AC King's Landing [1],267 AC (stillborn) King's Landing [1]
Shaera_Targaryen,226 AC [1],In or after 259 AC [1]
Shagga,Mountains of the Moon [1],
Shagwell,Westeros [3],300 AC near the Whispers
Sharako_Lohar,,131 AC Lys
Sharis_Footly,,
Sharna,Riverlands [1],
Sharra_Arryn,37 BC [1],
Sharra_the_Witch_Queen,,
Lord_Shawney,,
Shella,,
Shella_Whent,Harrenhal [1],299 AC or 300 AC [2]
Shepherd,,the last day of 130 AC King's Landing
False_Shepherd,,133 AC King's Landing [1]
Shepherd_reborn,,
Sherrit,,
Shiera_Blackwood,,
Shiera_Crakehall,In or before 273 AC [1],
Shiera_Seastar,178 – 184 AC [3] King's Landing [4],In or after 211 AC [3]
Shierle_Swyft,,
Shireen_Baratheon,289 AC (age 11) [1] Dragonstone [2],
Shirei_Frey,292 AC or 293 AC [1],
Shitmouth,Westerlands [1],
Shortear,,
Shrike,,
Shrouded_Lord,,
Shyra,,
Shyra_Errol,,299 AC
Sigfry_Stonetree,,
Sigfryd_Harlaw,,
Sigorn,Thenn [1],
Sigrin,,
Ragged_Silas,,
Silvario_Pendaerys,,"135 AC Temple of Trade , Lys"
Silver_haired_whore_in_Selhorys,,
Simon_Dondarrion,In or before 40 AC [3],
Simon_Leygood,Reach [2],
Simon_Staunton,Rook's Rest [1],
Simon_Staunton_(squire),64 AC [1],
Simon_Strong,,130 AC Harrenhal
Simon_Toyne,,281 AC [1] Kingswood
Skahaz_mo_Kandaq,Meereen [2],
Skinner,North [1],
Skittrick,,
Skyte,,
Lord_Slate,,
Sloey,,
Sly_(stableboy),,130 AC [1] Bitterbridge [1]
Small_Paul,Westeros [2],299 AC beyond the Wall [3]
Smike,,
Smiling_Knight,,281 AC [2]
Snatch,,
Snowylocks,,
Softfoot,,299 AC beyond the Wall
Sorcerer_lord,,
Soren_Shieldbreaker,,
Spare_Boot,Westeros [1],
The_Sparr,,
Spotted_Cat,,
Spotted_Pate,,
Spotted_Pate_of_Maidenpool,Maidenpool [1],early 300 AC Castle Black
Squint,,299 AC Winterfell
Squinter,,
Squire_Squishlips,before 273 AC,
Squirrel_(free_folk),beyond the Wall [1],300 AC Winterfell
Stableboy_at_King's_Landing,,298 AC Red Keep
Lord_Stackhouse,,
Lord_Stackspear_(father_of_Alys),,
Stafford_Lannister,245 – 253 AC [2],299 AC Oxcross [3]
Stalwart_Shield,,300 AC Meereen
First_Ranger_Stane,,
Stannis_Baratheon,"264 AC [12] Storm's End , the Stormlands [13]",
Stannis_Seaworth,289 AC or 290 AC [2],
Stanton_Piper,,130 AC [1] Tumbleton [1]
Starved_man,,
Lady_Staunton,,
Lord_Staunton,,129 AC Rook's Rest
Lord_Staunton_(father_of_Cassella),,59 AC Rook's Rest [1]
Steelskin,Essos [1],
Steely_Pate,Westeros [2],
Steffar_Stammerer,,
Steffarion_Sparr,,
Steffon_Baratheon,246 AC [1],"278 AC or early 279 AC [2] Shipbreaker Bay , near Storm's End [3] [4]"
Steffon_Connington,In or before 117 AC [2],133 AC [3] Dornish Marches [3]
Steffon_Darklyn,,129 AC Dragonstone [1]
Steffon_Fossoway,Cider Hall [1],
Steffon_Frey,~ 260 – 280 AC [2],
Steffon_Hollard,,260 – 275 AC [2]
Steffon_Seaworth,293 AC [2],
Steffon_Stackspear,,
Steffon_Sunderland,,
Steffon_Swyft,,
Steffon_Varner,,
Stern_face,,
Stevron_Frey,233 AC or 234 AC [1] the Twins [2],299 AC Oxcross
Stiv,,298 AC the wolfswood
Lord_Stokeworth,,130 AC King's Landing [1]
Stone_Thumbs,,Late 299 AC Castle Black
Stonehand,,
The_Stonehouse,,
Stonesnake,250 – 253 AC [1] Westeros [2],
Lady_Stonetree_(wife_of_Quellon_Greyjoy),,
Lord_Stonetree,,
Stormbreaker,,
Stygg,,
Styr,Thenn [1],Late 299 AC Castle Black
Sky_Blue_Su,,
Sumner_Crakehall,,281 – 283 AC [3]
Lady_Sunderly_(wife_of_Quellon_Greyjoy),,
Lord_Sunderly,,
Lord_Sunglass,,
Sure_Spear,,
Surly_lad,18 – 35 AC [1],
Sunset_girl,,
Lord_Sweet,,
Sweets,Essos [2],
Lord_Swyft,,130 AC Gods Eye
Sybassion,,
Sybell_Spicer,Westerlands [2],
Sybelle_Glover,Oldcastle [3],
Sylas_Flatnose,,
Sylas_the_Grim,,133 AC the Gift
Sylas_Sourmouth,,294 AC
Sylva_Santagar,276 AC or 277 AC [1] Spottswood [2],
Sylvenna_Sand,,"130 AC Red Keep , King's Landing"
Sylwa_Paege,~ 236 – 275 AC [1],
Symeon_Star-Eyes,Age of Heroes,
Symon_Hollard,,277 AC [1] Duskendale [1]
Symon_Santagar,,
Symon_Silver_Tongue,Westeros [1],299 AC King's Landing
Symon_Stripeback,,
Symond_Botley,,
Symond_Crayne,,
Symond_Frey,252 – 260 AC [1] the Twins [2],300 AC (suspected) the north
Symond_Staunton,,
Symond_Templeton,,
Syrio_Forel,Braavos [3],298 AC King's Landing [3]
Taena_Merryweather,276 AC (roughly) [2] Myr [3],
Tagganaro,,
Tal_Toraq,,
Talbert_Serry,,"300 AC near the Shield Islands , the Reach"
Talea,,
Talla_Tarly,284 – 289 AC [1],
Tallad,Westeros [3],
Tanda_Stokeworth,~ 213 – 252 AC [2] Stokeworth [3],300 AC Stokeworth [4]
Tanselle,Dorne [2],
Tansy_(innkeep),,
Tansy_(orphan),,
Tanton_Fossoway,,
Last_Lord_Tarbeck,258 AC [1],261 AC [1] Tarbeck Hall [1] (presumed)
Lord_Tarbeck_(son_of_Alyn),43 AC or 44 AC [2],47 – 59 AC [2]
Tarber,,
Targon,,
Tarle_the_Thrice-Drowned,,
Tarth_triplets,,
Tattered_Prince,238 AC or 239 AC [1] Pentos [2],
Temmo,the Century of Blood,the Century of Blood before the gates of Qohor
Teora_Hunter,,
Teora_Kyndall,~ 157 – 197 AC [1],or after 209 AC [1]
Teora_Toland,,
Ternesio_Terys,,
Terrance_Lynderly,Snakewood [1],
Terrence_Kenning,,
Terrence_Toyne,,178 AC [1]
Terrio_Erastes,,
Terro,,
Tess,Fair Isle,133 AC the Sunset sea off the coast of Faircastle [1]
Tessario,,135 AC King's Landing
Thaddeus_Rowan,76 AC [2],135 AC [3] on the road to Goldengrove [3]
Theo_Bolling,,47 AC [1]
Theo_Charlton,,
Theo_Frey,,
Theo_Teague,,
Theo_Tyrell,,
Theo_Wull,,"283 AC the tower of joy , Dorne"
Theobald,,
Theodan_Wells,,
Theodore_Tyrell,,
Theomar_Smallwood,,
Theomore,Lannisport,
Theomore_Harlaw,,
Theomore_Manderly,,87 – 129 AC
Theon_Greyjoy,"278 – 279 AC [11] Pyke , the Iron Islands [12]",
Theon_III_Greyjoy,,Oldtown
Theon_Stark,,
Theron_Pyke,,
Therry,285 AC or 286 AC [1] White Harbor,
Thistle,,300 AC beyond the Wall
Thomas_the_Threadbare,,
Thomax,,
Thoren_Smallwood,Riverlands [1],299 AC Fist of the First Men [2]
Thormor_Ironmaker,,
Thoron_True,,130 AC King's Landing [1]
Thoros_of_Myr,Myr [4],
Three_Toes,,
Three-Tooth,,
Thurgood,,
Thurgood_Fell,,
Tickler,Westerlands [1],300 AC the inn at the crossroads
Tigaro_Moraqos,,
Tim_Stone,the Vale of Arryn,
Tim_Tangletongue,,
Timeon,Dorne,300 AC Whispers
Timett,278 – 282 AC [1] Mountains of the Moon [2],
Timett_(father),,
Timon,,
Timoth,,
Timotty,,
Timotty_Snow,,
Tion_Frey,or several years before 284 AC [1] Casterly Rock [2],299 AC Riverrun
Tion_Lannister,211 – 219 AC [1],236 AC [2] the Wendwater [2]
Tion_Tarbeck,242 AC [2] Tarbeck Hall [2],261 AC [1] Tarbeck Hall [1]
Titus_Peake,,
Titus_Peake_(son_of_Unwin),In or before 114 AC [2],130 AC [1] near the Honeywine [1]
Tobbot,,
Tobho_Mott,Qohor [2],
Todder,,
Todric,,299 AC the Stony Shore
Toefinger,,
Togarion_Bar_Emmon,,
Togg_Joth,,
Togosh,,
Tom_of_Sevenstreams,240 – 249 AC [3] Riverlands [4],
Spotted_Tom,,
Tom_the_Strummer,,
TomToo,,
Tom_Barleycorn,,
Tom_Codd,,
Tom_Costayne,,
Tom_Flowers,Bitterbridge [1],130 AC Honeywine [1]
Tom_Tanglebeard,Dragonstone,131 AC [1] King's Landing
Tom_Tangletongue,Dragonstone,131 AC King's Landing [1]
Tom_Tidewood,,
Tom_Turnip,,
Toman,,
Tomard,249 – 253 AC [2],298 AC King's Landing
Tomarro,,
Tommard_Heddle,,212 AC Whitewalls [1]
Tommen_Baratheon,"291 AC (age 8) [3] Red Keep , King's Landing [4]",
Tommen_Costayne,,
Tommen_Costayne_(knight),,
Tommen_I_Lannister,,
Tommen_II_Lannister,,
Tommen_Tully,,
Topaz_Emperor,,
Torbert,,
Toregg,,
Torgen_Oakheart,,
Torghen_Flint,North [3],
Torgold_Tollett,,Giant's Lance
Torgon_the_Terrible,Age of Heroes,
Torgon_Greyiron,,
Torman_Peake,,
Tormo_Fregar,,
Tormund,,
Toron_Greyjoy,127 AC [2],
Torrek,,
Torren_Liddle,,
Torrence_Teague,,
Torreo_Haen,,135 AC Lys
Torrhen_Karstark,Karhold [1],299 AC the Whispering Wood
Torrhen_Manderly,or before 111 AC,
Torrhen_Stark,,2 – 49 AC
Torrhen_Stark_(son_of_Edric),153 – 208 AC [1],
Torwold_Browntooth,,
Torwyn_Greyjoy,,
Torwynd,,300 AC Beyond the Wall
Tothmure,,299 AC Harrenhal
Tourmaline_Emperor,,
Trebor_Jordayne,,
Tregar,,298 AC King's Landing
Tregar_Ormollen,,
Tremond_Gargalen,,
Trianna,,
Tristan_Mudd,,
Tristan_Rivers,,
Tristan_Ryger,,
Tristan_Vance,,130 AC Red Fork [1]
Tristifer_Botley,274 – 277 AC [3] Lordsport [4],
Tristifer_IV_Mudd,,
Tristifer_V_Mudd,,
Tristifer_Wayn,,
Tristimun,,
Triston_of_Tally_Hill,,
Triston_Farwynd,,
Triston_Hightower,,
Triston_Massey,,2 BC – 42 AC
Triston_Sunderland,,
Black_Trombo,,
Trystane_Martell,287 AC [2] Sunspear [3],
Trystane_Truefyre,114 AC [1],130 AC King's Landing
Tuffleberry,,299 AC or 300 AC
Lord_Tully_(father_of_Hoster),In or before 228 AC [1],264 – 273 AC [1]
Lord_Tully_(successor_of_Medgar),202 AC or 203 AC [2],212 – 273 AC [2]
Tumberjon,,
Tumco_Lho,279 – 285 AC [1] Basilisk Isles [2],
Turnip,,
Turquin,,
Two_female_puppeteers,,
Two-headed_girl,,
Two_Swords_(sellsword),,
Ty,,
Tya_Lannister,,
Tyana_Wylde,~ 217 – 261 AC [1],269 – 299 AC [1]
Tyanna_of_the_Tower,Pentos,48 AC King's Landing
Tybald,,
Tybero_Istarion,Essos [1],
Tybolt_Crakehall,,
Tybolt_Hetherspoon,In or before 253 AC [2],
Tybolt_Lannister,In or before 194 AC [3] Casterly Rock [4],212 AC [2]
Tybolt_Lannister_(king),,
Tycho_Nestoris,Braavos [2],
Tyene_Sand,276 AC or 277 AC (age 23) [1] Westeros [2],
Tygett_Lannister,250 AC [2] Casterly Rock [3],In or after 285 AC [2]
Tyland_Lannister,89 – 97 AC [1],"133 AC the Tower of the Hand , King's Landing [2]"
Tyler_Hill,In or before 28 AC [2],In or after 50 AC [2]
Tyler_Norcross,,130 AC Tumbleton [N 1]
Tyler_Teague,,~ 400 BC at the Teats
Tymond_Lannister,60 AC [3],101 – 129 AC [3]
Tymor,,299 AC Winterfell
Tyrek_Lannister,286 AC [2] Westerlands [3],299 AC King's Landing [4] (presumably)
Tyrion_Lannister,"273 AC [8] [16] Casterly Rock , the westerlands [17]",
Tyrion_II_Lannister,,
Tyrion_III_Lannister,,
Tyrion_Tanner,300 AC Stokeworth,
Tyroshi_sellsword,,
Tysane_Frey,292 AC [1],
Tysha,272 AC [1],
Tyshara_Lannister,103 – 121 AC [1],
Tyta_Frey,269 AC or 270 AC [2],
Tytos_Blackwood,In or before 270 AC [1] Raventree Hall [2],
Tytos_Brax,In or before 276 AC [2],
Tytos_Frey,260 – 273 AC [1],299 AC the Twins [2]
Tytos_Lannister,220 AC [3],267 AC (aged 46) [4] [1] Casterly Rock
Tytos_Lannister's_first_mistress,,
Tytos_Lannister's_second_mistress,,
Tywald_Lannister,211 – 219 AC [1],233 AC Starpike
Tywell_II_Lannister,,
Tywin_Frey,287 AC or 288 AC [2],
Tywin_Frey_(son_of_Raymund),299 AC or 300 AC [1],
Tywin_Lannister,"242 AC [6] Casterly Rock , the westerlands [7]","300 AC Tower of the Hand , King's Landing [8]"
Uhlan,,
Ulf,,299 AC the Green Fork
Ulf_the_Ill,,299 AC Winterfell
Ulf_White,Dragonstone,130 AC Tumbleton
Uller,,
Lord_Uller_(husband_of_Nymeria),,
Ulmer,kingswood [2],
Ulrick_Dayne,Starfall [1],
Ulwyck_Uller,,
Umar,,
Umbert,,
Umfred,,
Umma,,
Ummet,,131 AC [1] King's Landing [1]
Unella,,
Unwin_Peake,or before 100 AC [5],136 – 196 AC [5]
Urek_Ironmaker,,
Urho_the_Unwashed,,
Urragon_III_Greyiron,,
Urragon_IV_Greyiron,,
Urras_Greyiron,Orkmont,
Urrathon_IV_Goodbrother,,
Urrathon_Night-Walker,,
Urrathon_Peake,,
Urreg,,
Urrigon_Greyjoy,268 – 270 AC [2] Pyke [3],283 AC or 284 AC [2] Pyke
Urrigon_Hightower,,
Urron_Greyiron,,
Ursula_Upcliff,,the Giant's Lance
Urswyck,Westeros [1],
Urzen,,
Uther_Peake,,
Uther_Shett,281 – 285 AC [1] Gulltown [2],
Uthero_Zalyne,,
Utherydes_Wayn,238 – 240 AC (roughly) [1] Riverlands [2],
Uthor,,297 – 300 AC (presumably)
Uthor_of_the_High_Tower,,
Uthor_Tollett,,
Uthor_Uller,,
Uthor_Underleaf,181 – 183 AC [2] Westeros [3],
Utt,Westeros [2],299 AC the burning septry
Vaegon_Targaryen,63 AC [2],In or after 101 AC [3]
Vaella_Targaryen_(daughter_of_Aenys_I),39 AC [1],39 AC [1]
Vaella_Targaryen_(daughter_of_Daeron),222 AC [2],
Vaellyn,,
Vaemond_Velaryon,,126 AC [1]
Vaggoro,,
Lord_Vaith_(father_of_Cassella),,
Val,,
Valaena_Velaryon,~ 78 – 40 BC [5] Driftmark [6],In or after 26 BC [5] Dragonstone [6]
Valarr_Targaryen,182 – 193 AC [3] Westeros [4],209 AC [3] King's Landing
Valena_Toland,,
Valerion_Targaryen,77 AC [1],78 AC [1]
Lord_Vance,,298 AC Golden Tooth [1]
Vanyon,,
Varamyr,a village beyond the Wall [1],300 AC [1] a village beyond the Wall [1]
Vardis_Egen,249 – 253 AC [1] Vale of Arryn [2],298 AC the Eyrie [3]
Vargo_Hoat,Qohor,300 AC Harrenhal
Varly,,298 AC King's Landing
Varys,Lys [6],
Vayon_Poole,275 AC or before [2] North [3],"298 AC [4] Red Keep , King's Landing [4]"
Veiled_Lady,,
Veron_Greyjoy,114 – 130 AC [2],130 – 133 AC [2]
Vhalaso,,
Vickon_Botley,,
Vickon_Greyjoy,,33 AC [1]
Victaria_Tyrell,In or before 279 AC [1],
Victarion_Greyjoy,257 – 269 AC [1] Pyke [2],
Victarion_Greyjoy's_third_wife,,297 AC
Victor_the_Valiant,13 BC – 33 AC [1],59 AC King's Landing
Victor_Risley,,136 AC King's Landing [1]
Victor_Tyrell,In or before 262 AC [2],In or before 281 AC [2]
Victor_Velaryon,2 – 50 AC [1],
Violante,,
Violet,,
Visenya_Targaryen,29 BC [1] Dragonstone [2],44 AC [3] Dragonstone [3]
Visenya_Targaryen_(daughter_of_Daemon),"129 AC Sea Dragon Tower , Dragonstone","129 AC (stillborn) Sea Dragon Tower , Dragonstone"
Viserra_Targaryen,71 AC [1],87 AC [1] (aged 15) King's Landing
Viserys_Plumm,176 AC or 177 AC [3],In or after 212 AC [3]
Viserys_Targaryen,"276 AC Red Keep , King's Landing [7]","298 AC Vaes Dothrak , the Dothraki sea [8]"
Viserys_I_Targaryen,77 AC [3] King's Landing,the 3 rd day of the 3 rd moon of 129 AC (aged 52) [2] King's Landing
Viserys_II_Targaryen,122 AC [1] Dragonstone [2],172 AC [3] King's Landing [2]
Viserys_Targaryen_(son_of_Aenys_I),29 AC [1],44 AC (aged 15) [1] King's Landing [1]
Vogarro,,268 AC Volantis
Vorian_Dayne,,
Vorian_Vypren,,
Vortimer_Crane,,
Vulture_King_(Aenys_I),,37 AC
Vulture_King_(Jaehaerys_I),,61 AC the Red Mountains of Dorne
Vulture_King_(Aegon_II),,
Vulture_King_(Daeron_II),,
Vylarr,,
Vyman,,
Vyron,,
